id,product_id,user_name,rate_stars,review_title,review_date,comment_content,sentiment,label_issue
447,B01JONKIAU,M. D.,3,Price keeps going up. Not worth it.,1/28/21,"These are one of my dogs’ favorite treats. We used to buy these several times a month, but they have raised the price drastically since I first started getting them ($3.99 to $8.99 in less than two years) so we have stopped buying them as often. I would say these are five star treats at $4-$5, but not at the current price point (there are better quality treats to buy for $10).",Negative,Value for Money
463,B01JONKIAU,melomalo,3,Not A Reliable Count!,12/14/20,These bags are supposed to have 18 chews in them but out of eight bags I ordered only one had that many.  Some were as low as 14 but most had 16.  This is a reoccurring problem.  Manufacturers need to address this.,Negative,Product Quality Issue
485,B01JONKIAU,Bernice G.,2,Good product but product is always old and  rock hard,3/23/21,"My doggie loves this product, but I am no longer going to purchase it from Amazon because I always receive product that is old and is rock hard.  When fresh it is flexible and easier to chew.  So now I purchase from Chewys at a little more cost because at least I know it will not be old and stale.",Negative,Product Quality Issue
496,B01JONKIAU,Amazon Customer,4,Four Stars,9/21/17,"Were good, except that they were hard for my dogs to chew.",Negative,Product Quality Issue
506,B01JONKIAU,A child of Messiah,5,Only problem the cost. I was able to get ...,10/28/16,Only problem the cost. I was able to get at intro price under $3. But regular will be over $10. For produce is way to expensive,Negative,Value for Money
512,B01JONKIAU,Jackie Rodriguez,3,Three Stars,5/2/18,"My dog loves these treats, but he's allergic to chicken and rice - and they're the main ingredients.",Negative,Health Issues
520,B01JONKIAU,kwitel,1,Product consistently stale,3/3/22,My dog loves these but 2 out of every 4 bags we buy are hard as rocks.Not safe for small dogs.This company needs to do more to ensure that this product is fresh and they are not sending out stale products.,Negative,Product Quality Issue
533,B014KLSBDW,Jennifer Huntley,4,The Product Quality,10/29/23,"To Whom It May concern,We been getting these treats for some time now, since we've had our ferrets for 2+ yrs.The last shipment we have received did not look visually appeasing.They came mostly in crumbs, there are some whole pieces, but not a lot.They aren't expired. They don't smell bad.Please quality check these before shipping these. My ferrets love these so I don't want to switch to another seller or different manufacturer.Thank you",Negative,Product Quality Issue
542,B014KLSBDW,Alexander Starr,3,They changed them!,4/10/23,"My ferrets are so picky and this was the ONE treat I had found that they would eat! My last review was 5 stars but now they won’t touch them. They changed how they make them and it’s very obvious. The texture is different, they’re way darker in color, and now they won’t eat them anymore!!! Really disappointed",Negative,Product Quality Issue
545,B014KLSBDW,Stefanie Dunn,2,Bad food,12/3/23,Smells bad and I have 4 ferrits that just turned their noise up,Negative,Palatability
546,B014KLSBDW,Flyguy130,1,"Lately these have been garbage - mostly dust, treats not usual consistency",12/12/23,"I saw warnings in other reviews but sadly disregarded them and bought two packages. These used to be soft, waxy, fatty treats. Now there mostly dust and crumble with the slightest pressure. One of my ferrets won't eat them and shows no interest (but usually loves these) and I don't really feel comfortable feeding them to either because they look expired or poorly formulated. I don't know what happened. These are available with the usual consistency through Petco. Additionally, Amazon/seller won't accept return or replacement of this item in particular. (Though it says we still have about a month left for returns per Amazons policy, this seller doesn't allow returns/refunds.)",Negative,Product Quality Issue
549,B014KLSBDW,FGC,1,Bacon Flavor in Chicken Packages,10/29/22,"I have purchased these many times as my ferret loves their chicken flavor treats. Oddly though, the last time I purchased 2 bags of the chicken flavor ones they looked darker, almost black. My ferret would not eat them. I already purchased the bacon flavor for him awhile ago and he would not eat those either. In the provided picture, the first bag (left) are the chicken ones I am referring to that I just bought and he won't eat. The bag in the middle is my last ""good"" ones I bought and the last time they shipped the ones he loved. Note that these are way lighter in color than the ones on the left. The bag on the right are the bacon ones he won't eat. So, in conclusion, the chicken bag ones on the left look exactly like the bacon ones in the bag on the right. I think they may have put the bacon flavor ones in the chicken bags by mistake. Now I am afraid to order more as I can't be sure they will be correctly packaged and Amazon will not accept returns for them. If you know ferrets, they can be very fussy regarding food and treats so I hope someone that can do something to fix this problem will see this review!",Negative,Product Quality Issue
552,B014KLSBDW,Marie,3,Egg doesn't find it tasty,10/30/22,"Egg goes crazy for the chew sticks, but he doesn't like these treats for some reason. He loves chicken and goes crazy for chicken-flavored foods, but he took one bite of this, and never touched it again.",Negative,Palatability
556,B014KLSBDW,L,1,Yuck!!,12/9/23,Ferrets wont eat this product.  I can’t return for a refund. Guess the treats will sit in my cupboard until moldy and then throw them away.,Negative,Purchase and Return Policy
561,B014KLSBDW,Carrie Childress,1,They changed and are inedible.,5/28/23,"I have been buying these for my ferrets for several months and they did love them.  The order I got before this order, I noticed they were different than the order before but my babies still loved them.  I just gave them the last of those yesterday and was glad when the new ones arrived today.  They look different than either of the ones I've had before and neither one of the ferrets will even lick them!! I'm so sad.  My boy likes the chew sticks but my girl doesn't like those so now I've wasted money and have nothing for her until I find some others.  Very disappointed!!",Negative,Product Quality Issue
573,B014KLSBDW,June Stull,1,They don't like them,12/18/23,Waste,Negative,Other
577,B014KLSBDW,Apollo,1,New bag of treats is different from old bag,2/25/23,"I ordered these treats just a few days ago and they showed up squishy, oily, and secreting some oder. My furry noodle louise has been enjoying these treats for over a year, and she will eat from an old back of the SAME TREATS (SAME INGREDIENT LIST) but not this new bag. this company has lost my business until i find out exactly what they did to my ferrets favorite treats. it sucks because she is a very picky eater, and whoever is running this company should know that it’s common amount ferrets to only like 1-2 types of food. just sad.",Negative,Product Quality Issue
590,B014KLSBDW,Tracy Petit,3,Good price... ferret won’t touch them,7/31/20,"Giving 3 stars because there’s a good amount for the price and it came quick. My ferret won’t touch them though, I’ve learned the dog loves them quite much .. but ferret isn’t having it.",Negative,Palatability
593,B014KLSBDW,Karla Thomas,5,Great Deal,10/9/20,"Well just short & sweet... no picture because my Ferret has torn the bag up, and She will not munch on them until I am away from her",Negative,Palatability
594,B014KLSBDW,SP,1,👎🏻,6/17/23,My 3 ferrets won’t even touch it.  I hadn’t order it for a long time I forgot.  My last 3 ferrets dint even touch it either. Squirrels love the treat though.,Negative,Palatability
597,B014KLSBDW,Joni,1,So many questions,2/28/23,Why would this product contain sweet potatoes?! Ferrets can not digest starch well. I had recently started feeding my ferret these treats and soon after she passed away. I do not know exactly what from but am very disappointed that they would even include this ingredient. I wish I had done more research and not just trusted that they wouldn't put harmful ingredients in.,Negative,Health Issues
608,B014KLSBDW,Kayla Russell,1,What happened to these treats?,11/19/22,What happened to these treats? They look completely different! My ferret has been eating these for over a year and normally loves them. Look like weird crumbles are all over them. She’s grossed out by them and won’t even smell them. Hopefully these treats didn’t change for good because that would be a huge mistake.,Negative,Product Quality Issue
609,B014KLSBDW,Deborah Robinson,1,Soft as sandstone treat,8/1/22,"Very disappointed in the last order of these soft treats for my boy fuzzy. You barely try to squish it, it crumbles to dust. This is the only treat my boy will eat and now I have nothing for him. 😐 He's not a bit interested in them anymore. It's almost like they are dried out, too old, or stale.I'm not sure if I will purchase anymore of this treat.",Negative,Product Quality Issue
